Status,Code,Study,ID,Year,FirstAuthor,Journal,PersonExtractingData,DateExtracted,Habitat,HabitatDescription,Location,SpeciesDistribution,Latitude,Longitude,Depth,LabFieldMeso,StudyDuration,StudyDurationDays,StudyArea,SampleSize,Replicates,ReplicationNotes,NumberFactorialEffects,ThirdFactorValue,Month,StudyYear,OtherResponseVariables,StressorOne,StressorOneManipulation,StressorOneLevels,StressorOneUnits,StressorOneRange,StressorOneRelativeToBackground,Acclimation,AcclimationNotes,WaterAirStress,StressorTwo,InteractionCode,StressorTwoFurther,StressorTwoManipulation,StressorTwoLevels,StressorTwoUnits,StressorTwoRange,StressorTwoRelativeToBackground,BackgroundAmbientEffectOne,BackgroundAmbientEffectTwo,Genus,Species,Lifestage,TaxaCategory,TaxaFurther,TrophicGroup,OrganisationLevel,ThermalTolerance,Endemic,SpawningDispersal,ResponseVariable,Responsefurther,PlantAnimalOther,ResponseDefined,ResponseUnits,FeedingReported,FeedingRegime,TimeSeries,ResponseTime,LastTimePoint,StressorOneInitialConditions,StressorOneTreatmentConditions,StressorOneDifference,TempDifferenceCateg,StressorTwoInitialConditions,StressorTwoTreatmentConditions,ThirdFactorLevel,C_mean,C_sd,C_n,S1_mean,S1_sd,S1_n,S2_mean,S2_sd,S2_n,S1_S2_mean,S1_S2_sd,S1_S2_n,AdditiveNullModel,MultiplicativeNullModel,DominanceNullModel,Sd_p,n_p,j,s,HedgesdAdditive,VdAdditive,HedgesdMultiplicative,VdMultiplicative,HedgesdDominance,VdDominance,NullModelClosestZero,additive-observed,multi-observed,dom-observed,Add?,Mult?,Dom?,%changeA,%changeB,%difference,Assymetric?,Eco_surprise_larger,Eco_surprise_smaller,Surprise,Temp_asymmetric,secondstress_asym
OriginalData,F,16,33,2012,Piggott,PLoS One,MJ,,Freshwater,Lotic,New Zealand,,-45.10833333,170.7433333,98 m a.s.l,Mesocosm,30 days,30,250ÔøΩ15ÔøΩ15 cm,,NA,,3,,January-March,2007,,Temperature,Gas-fired water heaters,2,celsius,22.2-23.6,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,3,?g L-1 ,,Elevated,22.2 ÔøΩ 0.2 degrees celsius,"2.5ÔøΩ0.4% cover, 0.2ÔøΩ0.02 mm depth",,,,Producer,Algae,,Community,,Native,NA,Plant biomass/abundance,Biomass,Plant,Algal biomass,mg m-2,No,,No,NA,,22.2 ÔøΩ 0.2 degrees celsius,23.6 ÔøΩ 0.2 degrees celsius,1.4,1 ÔøΩ 3,2.4ÔøΩ0.4 ÔøΩg N L?1 and 1.9ÔøΩ0.1 ÔøΩg P L?1, 379ÔøΩ2.1 ÔøΩg N L?1 and 222.9ÔøΩ2.5 ÔøΩg P L?1,,2.54,1.34,3,7.94,2.79,3,18.75,18.77,3,88.98,94,3,24.15,58.61220472,18.75,13.41821523,3,0.8,67.14182191,0.772454463,0.699815883,0.361834629,0.673940239,0.836795881,0.705568186,Multiplicative,64.83,30.36779528,70.23,N,Multiplicative,N,212.5984252,638.1889764,425.5905512,Y,Larger,,Larger,Y,Y
OriginalData,F,84,109,2014,DeSenerpont,Ecology,MJ,,Freshwater,Lentic,Netherlands,,52.08333333,5.083333333,,Mesocosm,48 days,48,10 L,,4,Three spring warming scenarios and three nutrient treatments with quadruple replication of each of the nine treatment combinations,2,,March ,2006,,Temperature,Farex SR minisystem,3,celsius,Sep-21,Elevated,Not given,,,Nutrients,T x Nutrients,,Ammonium and nitrate,3,?mol L-1,1-100,Elevated,,,,,,Producer,Phytoplankton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Phytoplankton biomass,?g chlorophyll a L-1,,,Yes,48,Yes,9-11 degrees celsius,9-21 degrees celsius,10,8 ÔøΩ 11,1 ?mol L-1,100 ?mol L-1,,50.5,30,4,72.9,10,4,273.8,66,4,368.2,114,4,296.2,395.2479208,273.8,47.20169488,4,0.869565217,87.24677644,0.717604686,0.51609239,-0.269579371,0.502271032,0.940859478,0.527663017,Multiplicative,72,27.0479208,94.4,N,Multiplicative,N,44.35643564,442.1782178,397.8217822,Y,,,Within,,Y
,F,130,230,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,"90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth. Fine river sand sourced from the floodplain of the Taieri River (grain size 0.2 mm) was added on day 0 to half the mesocosms, resulting in deposited sediment values equivalent to those occurring in intensively farmed New Zealand streams",2,percentage cover and mm depth,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Large algae (>90 ?m) cell density,Cells cm-2 x1000,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,0% and 0mm,90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth,Ambient,8.125,11.25,4,4.0625,5,4,40.625,34.375,4,26.875,16.25,4,36.5625,20.3125,40.625,24.56257952,4,0.869565217,20.82525885,-0.404504602,0.505113249,0.274019247,0.502346455,-0.574135564,0.510300989,Multiplicative,9.6875,6.5625,13.75,N,Multiplicative,N,50,400,350,Y,,,Within,,Y
OriginalData,F,1,1,2006,Christensen,GCB,MJ,,Freshwater,Lentic,Canada,,49.66666667,-94.75,,Mesocosm,,NA,1500 L,24,3,,3,,,1980-1990,,Temperature,Solar heat,2,celsius,,Elevated,,,,Acidification,T x Acidification,,pH,2,pH,5.0-6.7,Reduced,,,,,,Producer,Phytoplankton,,Community,,Native,NA,Plant biomass/abundance,Biomass,Plant,phytoplankton biomass,?g L?1,No,,Yes,50,Yes,Ambient ,,NA,,6.7 pH,5.0 pH,,67.87,6.67,3,91.95,10.68,3,333.53,68.14,3,304.3,112.15,3,357.61,451.8650877,333.53,48.77049313,3,0.8,86.47596053,-0.493177523,0.680179115,-1.365143208,0.770200888,-0.270410411,0.670728988,Dominance,53.31,147.5650877,29.23,N,N,Dominance,35.47959334,391.4247827,355.9451893,Y,,Smaller,Smaller,,Y
,F,108,132,2015,Sorf,Hydrobiologia,OFM,12/02/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,,NA,"diameter 1.9 m, water level 1 m",,4,"This fully factorial designed experiment combines three temperature scenarios [unheated; A2 scenario (IPCC, 2007); A2 + 50% scenario (50% increase relative to the A2 scenario)] crossed with two nutrient levels, all in four replicates",2,,August,2010,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,Addition of phosphorus and nitrogen ,2,?g P l?1 /  mg N l?1,,Elevated,,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,,,,Invertebrate,Cladocera,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Biomass ÔøΩ Dry weight of cladocera,?g L-1,,,Yes,NA,Yes,,28 degrees celsius (A2+50% IPCC Scenario),5.1,4 ÔøΩ 7,2 to 20 ?g TP l?1 and 51ÔøΩ70 ?g TN l?1,2.7 mg P m?2 day?1 and 27.1 mg N m?2 day?1,,17.940199,31.893692,4,69.76744,191.36212,4,85.71429,275.08304,4,6.976744,11.960136,4,137.541531,333.3333473,85.71429,236.9495092,4,0.869565217,167.7619069,-0.676760294,0.51431264,-1.691613764,0.58942366,-0.408122634,0.505205128,Dominance,130.564787,326.3566033,78.737546,N,N,Dominance,288.8888858,377.7778106,88.88892481,Y,,Smaller,Smaller,Y,Y
OriginalData,F,19,47,2012,Shurin,Proc B,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,16 months,487,1136 l tanks,40,5,"Treatments of warming, fish and nutrients were applied in a 2 ÔøΩ 2 ÔøΩ 2 factorial design with five replicates per treatment combination",3,Fish predation,May,2009,,Temperature,Electrical aquarium heaters,2,celsius,,Elevated,Not given,,,Nutrients,T x Nutrients,,Addition of N and P as NaN03 and KH2PO4,2,?g L-1 ,,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Zooplankton,,Yes,,No,NA,,,Ambient + 3.04 ÔøΩ0.05 degrees celsius,3,1 ÔøΩ 3,,Addition of 264 ?g L-1 N 27 ?g L-1 P,No fish,168.9168052,222.4960835,5,422.6763672,431.3545446,5,782.2814796,755.5897872,5,487.5410287,336.3640099,5,1036.041042,1957.483707,782.2814796,615.2164943,5,0.903225806,495.7983874,-0.999235535,0.419969433,-2.677883177,0.543421166,-0.536946445,0.40576623,Dominance,548.5000133,1469.942678,294.7404509,N,N,Dominance,150.2275405,363.116431,212.8888905,Y,,Smaller,Smaller,Y,Y
OriginalData,F,2,5,2005,Doyle,L&O,MJ,,Freshwater,Lentic,USA,,NA,NA,,Field,7 days,7,500-ml ,,4,,3,,July,2003,,Temperature,,2,celsius,6.1-14.0,Elevated,Not given,,,Nutrients,T x Nutrients,,Addition of N and P,2,?m L-1,,Elevated,,,,,,Producer,Phytoplankton,,Population,,Native,NA,Plant growth/size,Growth,Plant,phytoplankton growth - Asterionella,Percentage change from initial ,,,No,7,,6 degrees celsius,14 degrees celsius,8,8 ÔøΩ 11,3.66 N 0.08 P,18 ?m L-1 N 5 ?m L-1 P,,126,40,4,276,80,4,577,30,4,1874,400,4,727,1263.904762,577,60.41522987,4,0.869565217,286.0506948,3.486764138,0.87992263,1.854627896,0.607488895,3.942748986,0.985789674,Multiplicative,1147,610.095238,1297,N,Multiplicative,N,119.047619,357.9365079,238.8888889,Y,Larger,,Larger,Y,Y
,F,130,217,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Nutrients,T x Nutrients,,Added nitrate-N and soluble reactive phosphorus-P. Nutrient addition increased concentrations to levels in the upper range of those regularly recorded in intensively farmed New Zealand streams,2,?g l?1,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Algal cell density,Cells cm-2 x1000,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,3035 ÔøΩ 46 ?g l?1 for nitrate-N and 247 ÔøΩ 4 ?g l?1 for soluble reactive phosphorus-P ,Ambient,153.23,161.29,4,266.12903,290.32,4,684.44,1177.36,4,566.88,161.29,4,797.33903,1188.731667,684.44,857.4562006,4,0.869565217,616.946351,-0.324824284,0.503297213,-0.876479096,0.524006738,-0.165696882,0.500857983,Dominance,230.45903,621.851667,117.56,N,N,Dominance,73.67945572,346.6749331,272.9954774,Y,,Smaller,Smaller,Y,Y
,F,130,243,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Nutrients,T x Nutrients,,Added nitrate-N and soluble reactive phosphorus-P. Nutrient addition increased concentrations to levels in the upper range of those regularly recorded in intensively farmed New Zealand streams,2,?g l?1,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Small algae (<30 ?m) cell density,Cells cm-2 x1000,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,3035 ÔøΩ 46 ?g l?1 for nitrate-N and 247 ÔøΩ 4 ?g l?1 for soluble reactive phosphorus-P ,Ambient,126.81159,108.69564,4,267.21014,307.97104,4,496.3899,586.6426,4,478.33936,288.80856,4,636.78845,1045.964448,496.3899,468.5059773,4,0.869565217,389.1710647,-0.354039213,0.503916993,-1.268303525,0.550268557,-0.040332191,0.500050834,Dominance,158.44909,567.625088,18.05054,N,N,Dominance,110.7142888,291.4389055,180.7246167,Y,,Smaller,Smaller,Y,Y
,F,130,234,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Habitat Alteration,T x Habitat Alteration,Sediment,"90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth. Fine river sand sourced from the floodplain of the Taieri River (grain size 0.2 mm) was added on day 0 to half the mesocosms, resulting in deposited sediment values equivalent to those occurring in intensively farmed New Zealand streams",2,percentage cover and mm depth,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Abundance,Plant,Relative abundance patterns of erect or stalked algal growth,% per sample,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,0% and 0mm,90.1 ÔøΩ 0.9% streambed cover and 12.6 ÔøΩ 0.5 mm sediment depth,Ambient,17.357996,29.131628,4,2.2069654,3.4719136,4,64.29657,3.048168,4,44.797775,17.391068,4,49.1455394,8.174924417,64.29657,3.266918441,4,0.869565217,12.51243386,-0.302152622,0.502853006,2.545144884,0.702430078,-1.355089993,0.557383403,Additive,4.3477644,36.62285058,19.498795,Additive,N,N,87.28559795,270.4147069,183.1291089,Y,,,Within,Y,Y
,F,126,206,2017,Velthuis,Frontiers in Plant Science,OFM,01/02/2019,Freshwater,Lentic,Netherlands,Northern Hemisphere,51.9875,5.670777778,,Lab,58 days,58,4 L plastic microcosms (14 ÔøΩ 14 ÔøΩ 21 cm),,5,,2,,September,2015,,Temperature,Climate control system,4,celsius,Oct-25,Elevated,Yes,Acclimatized at room temperature for 2 days prior to the start of the experiment,,Nutrients,T x Nutrients,,"Nutrient treatments were achieved by mixing artificial pond sediment (20% organic matter, Velda, Enschede, The Netherlands) with sand and consisted of 12.5, 25, 50, and 100% (v/v) of pond sediment (n = 5), covered with a one centimeter layer of sand",4,percent,12.5-100,Elevated,,,Elodea,nuttallii,shoots,Producer,Plant,Producer,Population,4-23 degrees celsius,Native,NA,Plant growth/size,Growth,Plant,Specific Growth Rate,1/t,,,No,58,,10 degrees celsius,25 degrees celsius,15,12 ÔøΩ 20,12.50%,100.00%,,0.005494157,0.031633954,5,0.023414615,0.019369898,5,0.020273478,0.034969996,5,0.022734692,0.011135709,5,0.038193936,0.086400095,0.023414615,0.028267416,5,0.903225806,0.021483142,-0.649960233,0.408448966,-2.676714346,0.543295994,-0.028586321,0.400016344,Dominance,0.015459244,0.063665403,0.000679923,N,N,Dominance,326.1730235,269.0007038,57.17231961,Y,,Smaller,Smaller,Y,Y
OriginalData,F,20,49,2012,Greig,GCB,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,17 month,517,,40,5,"Each of the eight treatment combinations was randomly assigned and replicated five times, resulting in 40 mesocosms",3,Presence of predatory fish,June,2010,,Temperature,Submersive water heater,2,celsius,,Elevated,Not given,,,Nutrients,T x Nutrients,,Addition of N and P as NaN03 and KH2PO4,2,?g L-1 ,,Elevated,,,,,Adult,Invertebrate,Invertebrate,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Insect Emergence,mg m-2,,,,182.5,,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,Addition of 264 ?g L-1 N 27 ?g L-1 P,No fish,212.7249464,1.491824698,5,468.7173868,1.197217363,5,699.2441738,1.185304851,5,934.4891347,1.127496852,5,955.2366141,1540.712114,699.2441738,1.191275997,5,0.903225806,1.159824912,-16.15731704,5.621177877,-472.102499,4458.015391,183.1994789,671.6409815,Additive,20.7474794,606.2229793,235.2449609,Additive,N,N,120.3396427,228.7081208,108.3684781,Y,,,Within,Y,Y
,F,130,237,2015,Piggott,Global Change Biology,OFM,25/02/2019,Freshwater,Lotic,New Zealand,,-45.11,170.7433333,98 m a.s.l,Mesocosm,6 weeks,42,Mesocosms external diameter of 25 cm and an inner outflow ring of 6 cm (volume 3.5l),128,4,"Temperature treatments were assigned randomly in eight blocks (each consisting of 16 mesocosms). Within each block, nutrient and sediment levels were randomly assigned to the 16 mesocosms, providing four replicates of each treatment combination",3,Sediment,November ÔøΩ December,2009,,Temperature,Gas-fired water heaters,8,celsius,16-22,Elevated,,,Water,Nutrients,T x Nutrients,,Added nitrate-N and soluble reactive phosphorus-P. Nutrient addition increased concentrations to levels in the upper range of those regularly recorded in intensively farmed New Zealand streams,2,?g l?1,,Elevated,16.1 ÔøΩ 0.03 ÔøΩC,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,,,,Producer,Algae,,Community,,,NA,Plant biomass/abundance,Abundance,Plant,Relative abundance patterns of filamentous algal growth,% per sample,,,No,20,,16.1 ÔøΩ 0.03 degrees celsius,22 degrees celsius,5.9,4 ÔøΩ 7,28.9 ÔøΩ 0.5 ?g l?1 and 4.2 ÔøΩ 0.1 ?g l?1 for N and P,3035 ÔøΩ 46 ?g l?1 for nitrate-N and 247 ÔøΩ 4 ?g l?1 for soluble reactive phosphorus-P ,Ambient,4.2990656,10.0934582,4,22.429907,43.36448,4,13.578049,28.3238686,4,33.590393,31.306368,4,31.7088904,70.84199327,22.429907,36.62457958,4,0.869565217,34.06940348,0.048022244,0.500072067,-0.950785531,0.528249785,0.28485296,0.502535663,Additive,1.8815026,37.25160027,11.160486,Additive,N,N,421.7391193,215.8372136,205.9019058,Y,,,Within,Y,Y
OriginalData,F,34,63,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Odonata,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,1.083333333,1.240112409,12,0.833333333,1.169045194,5,3.4,3.204163958,5,3.2,4.604345773,5,3.15,2.615384615,3.4,2.411776662,5,0.903225806,3.675368462,0.012287555,0.40000302,0.143669868,0.400412821,-0.049150218,0.400048315,Additive,0.05,0.584615385,0.2,Additive,N,N,23.07692308,213.8461539,190.7692309,Y,,,Within,,Y
OriginalData,F,34,57,2013,Knillman,Global Change Biology,MJ,,Freshwater,Lentic,Germany,,51.35361111,12.43194444,,Lab,17 weeks,119,80 L,,NA,,2,,June,2009,,Temperature,Electric heater,2,celsius,,Elevated,,,Water,Contamination,T x Contamination,Pesticide,"Addition of commercial pesticide formula Sumicidin Alpha EC, which contains 50 g L?1 of the active ingredient, esfenvalerate",3,?g L-1 ,0-3,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Abundance,Animal,Chironomidae,,,,Yes,NA,,Ambient,Ambient + 6.2 degrees celsius,6.2,4 ÔøΩ 7,0 ?g L-1,3 ?g L-1,,0.416666667,0.668557923,12,0.166666667,0.40824829,5,1.3,1.33749351,5,1.8,2.049390153,5,1.05,0.52,1.3,0.988826465,5,0.903225806,1.609002451,0.421018224,0.403545127,0.718537769,0.410325931,0.280678816,0.401575612,Dominance,0.75,1.28,0.5,N,N,Dominance,59.99999995,211.9999998,151.9999998,Y,Larger,,Larger,Y,Y
OriginalData,F,19,43,2012,Shurin,Proc B,MJ,,Freshwater,Lentic,Canada,,NA,NA,,Mesocosm,16 months,487,1136 l tanks,40,5,"Treatments of warming, fish and nutrients were applied in a 2 ÔøΩ 2 ÔøΩ 2 factorial design with five replicates per treatment combination",3,Fish predation,May,2009,,Temperature,Electrical aquarium heaters,2,celsius,,Elevated,Not given,,,Nutrients,T x Nutrients,,Addition of N and P as NaN03 and KH2PO4,2,?g L-1 ,,Elevated,,,,,,Producer,Periphyton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Periphyton,,Yes,,No,NA,,,Ambient + 3.04 ÔøΩ0.05 degrees celsius,3,1 ÔøΩ 3,,Addition of 264 ?g L-1 N 27 ?g L-1 P,No fish,0.2692832,0.106228483,5,0.1994816,0.081354025,5,0.834592,0.389385858,5,0.6366816,0.349253008,5,0.7647904,0.618255233,0.834592,0.281282619,5,0.903225806,0.317094288,-0.364910938,0.4026632,0.052486503,0.400055097,-0.563736993,0.406355988,Multiplicative,0.1281088,0.018426367,0.1979104,N,Multiplicative,N,25.92126059,209.9309574,184.0096969,Y,,,Within,,Y
,F,125,205,2017,Olsen,Freshwater Biology,OFM,31/01/2019,Freshwater,Lentic,Denmark,,56.23333333,9.516666667,,Mesocosm,135 days,135,"1.9 m diameter, 1.5 m height [2.8 m3]",12,4,,2,,August,2003,,Temperature,,3,celsius,,Elevated,,,,Nutrients,T x Nutrients,,5.8 g 15N as K15NO3? (98 atom % 15N),2,mg L-1,0.2-2,Elevated,,,,,,Invertebrate,Zooplankton,,Community,,,NA,Animal biomass/abundance,Biomass,Animal,Mean biomass of zooplankton,g dw?1 m?2,,,Yes,1,No,Ambient,Ambient + 3.7-4.5 degrees celsius,4.1,4 ÔøΩ 7,0.2 mg L-1 NO3,2 mg L-1 NO3,,0.01,0.01,4,0.22,0.01,4,0.03,0.01,4,0.16,0.01,4,0.24,0.66,0.22,0.01,4,0.869565217,0.01,-6.956521739,2.012287335,-43.47826087,59.57372401,-5.217391304,1.350661626,Dominance,0.08,0.5,0.06,N,N,Dominance,2100,200,1900,Y,,Smaller,Smaller,Y,Y
OriginalData,F,14,23,2003,McKee,L & O,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,2 years,730,3000 L,12,4,,3,Fish presence,,1998-2000,,Temperature,Pumped hot water,2,celsius,18.8-21.8,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,2,?g L-1 ,,Elevated,18.8 degrees celsius,,,,,Producer,Phytoplankton,,Community,,Native,NA,Plant biomass/abundance,Biomass,Plant,Phytoplankton chl a concentration,,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,4.2,0.4,4,0.84,0.1,4,12.6,2.1,4,0.21,0.1,4,9.24,2.52,12.6,1.486606875,4,0.869565217,1.053565375,-7.452953654,2.235828693,-1.906569539,0.613593982,-10.22614571,3.767939253,Multiplicative,9.03,2.31,12.39,N,Multiplicative,N,80,200,120,Y,,Smaller,Smaller,Y,Y
OriginalData,F,2,8,2005,Doyle,L&O,MJ,,Freshwater,Lentic,USA,,NA,NA,,Field,7 days,7,500-ml ,,4,,3,,July,2003,,Temperature,,2,celsius,6.1-14.0,Elevated,Not given,,,Nutrients,T x Nutrients,,Addition of N and P,2,?m L-1,,Elevated,,,,,,Producer,Phytoplankton,,Population,,Native,NA,Plant growth/size,Growth,Plant,phytoplankton growth - Fragilaria,Percentage change from initial ,,,No,7,,6 degrees celsius,14 degrees celsius,8,8 ÔøΩ 11,3.66 N 0.08 P,18 ?m L-1 N 5 ?m L-1 P,,1054,600,4,4633,350,4,3067,440,4,84953,10000,4,6646,13481.41461,4633,397.5550276,4,0.869565217,7076.653517,9.62220961,3.393341181,8.782287353,2.910267849,9.869563077,3.544008604,Multiplicative,78307,71471.58539,80320,N,Multiplicative,N,339.5635674,190.9867173,148.5768501,Y,Larger,,Larger,Y,Y
OriginalData,F,15,30,2003,Moss,J. App. Eco. ,MJ,,Freshwater,Lentic,UK,,53.26666667,-3.05,,Mesocosm,,NA,1ÔøΩ02 m deep and 2 m in diameter,48,NA,,4,Season and fish presence,September,1998,,Temperature,Heating element ,2,celsius,,Elevated,,,Water,Nutrients,T x Nutrients,,Addition of N and P,3,mg L-1,,Elevated,,,,,,Producer,Phytoplankton,,Community,,,NA,Plant biomass/abundance,Biomass,Plant,Euglenophyta,ÔøΩm3 ml?1 ÔøΩ 10?6,,,Yes,NA,Yes,,Ambient + 3 degrees celsius,3,1 ÔøΩ 3,,"170 ?g N L-1, 17 ?g P L-1 ",,11.8,2.602,4,33,2.602,4,34.2,2.602,4,12.3,2.602,4,55.4,95.6440678,34.2,2.602,4,0.869565217,2.602,-14.403636,6.983272812,-27.8528449,24.74315529,-7.318784881,2.173894129,Dominance,43.1,83.3440678,21.9,N,N,Dominance,179.6610169,189.8305085,10.16949153,,,Smaller,Smaller,Y,Y
